RRT - sent_id,RRT - verb position,RRT - verb lemma,DCV - unit,DCV - frame
train-1946,54,exclude,1,"GN [ac]|_"
train-1516,8,reuni,1,"GN [nom]|_|GP []|_"
train-694,2,părea,2,"GN [nom] / GV [să / că]|GN [nom] / GAdj [nom] / GP [] / V [part. / inf.] / V [de sup.] / GAdv []|_"
train-1553,2,prezenta,4,"GN [nom]|GN [dat] / GP [în fața]|GP [] / GAdj [ac] / GV [part.]|GN [ac]"
train-1396,16,porni,3,"GN [nom]|GP [de la]"
train-2886,17,căuta,3,"_|V [să]"
train-587,31,ști,1,"GN [nom]|GV [că] / GV [unde / cum…] / GN [ac]"
train-7365,25,interveni,2,"GP [în / la / pe] / GAdv []|GN [nom]"
train-7794,15,lovi,1,"_|GN [nom]|GN [ac]"
train-2624,11,stinge,4,"GN [nom]"
dev-495,13,găsi,1,"GN [ac]"
train-7996,23,numi,4,"GN [nom] / GV [dacă / când / că / să]|_|GN [nom] / GAdv [cum / așa] / GV [că / să]"
train-2069,2,avea,1,"GN [nom]|GN [ac]"
train-2292,6,contribui,1,"GP [la]"
train-1462,23,fura,1,"GN [ac]|_"
train-7324,29,obține,1,"GN [ac]"
train-1981,18,proceda,2,"GP [la]|_"
train-502,8,spune,1,"GN [dat] / GP [la]|GN [ac] / GV [că] / GV [unde / cum…] / GV [-]|GP [despre / de]"
train-2279,11,folosi,1,"GP [] / GV []|GN [ac]"
test-345,7,întinde,4,"GP [la / în / până (la / în)]|GN [nom]|_|GP [de la / din]|_"
train-8009,3,avea,1,"GN [nom]|GN [ac]"
train-3117,3,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]"
train-26,1,avea,1,"GN [ac]|GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]"
train-141,40,întoarce,1,"GP []|GN [nom]|_|GP [] / GAdv []"
train-105,7,apărea,1,"GP [] / GAdv []"
train-2870,8,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]"
dev-429,10,evita,1,"GN [ac] / V [să]"
train-359,13,simți,1,"GN [ac] / GV [că / când / dacă]"
train-7375,6,constitui,1,"GN [nom]|GN [ac]"
train-132,1,sta,2,"GP [] / GAdv []|GP [] / GAdj [nom]|GP [cu]"
dev-111,18,modifica,1,"GN [ac]"
train-1559,2,informa,1,"GN [nom]|_|GN [ac]|_"
train-2164,3,ține,9,"GN [nom]|_|GP [de]"
train-2753,4,număra,4,"GN [nom]|_|GP [printre]"
train-1525,12,lua,4,"GN [ac]|GN [dat] / GP [pentru]|_|GN [nom]"
train-7156,1,urma,1,"GN [nom]"
test-24,46,părea,3,"GN [nom] / GV [să / că]|GN [dat]|_|GN [nom] / GAdj [nom] / GP [] / V [de sup.] / V [part. / inf.] / GAdv []"
train-489,3,vrea,1,"_|GV [(ca) să]"
test-632,5,alerga,4,"_|GP [la]"
train-3356,5,vedea,2,"GP []|GN [ac] / V [se] / GV [că / unde / cum…]"
test-639,5,aștepta,1,"_|GN [ac]|GP [] / GAdv []|GV [să]"
train-2599,14,prefera,1,"_|GN [nom]|GN [ac] / GV [(ca) să]"
train-2247,9,compune,1,"_|GN [nom]|GN [ac]"
train-770,8,dori,1,"GN [ac] / V [să] / GV [(ca) să]"
train-862,16,extinde,1,"_|GP []|GN [nom]|GN [ac] / V [se]|_"
train-7470,3,afla,2,"GN [nom]|_|GP [] / GAdv []"
dev-142,9,exploda,1,"GN [nom]"
test-363,11,lua,2,"GN [ac]|GP [] / GN [dat]"
dev-267,24,studia,2,"GN [ac]"
train-2621,10,ataca,2,"_|GN [ac]"
dev-224,10,face,2,"GN [ac] / V [se]|GAdj [ac / nom] / GN [ac / nom] / V [de sup.] / GV [de] / GP []"
dev-478,4,locui,1,"GN [nom]|GP [] / GAdv []"
train-7127,20,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|_|_|GN [ac]|_|_"
train-1604,37,efectua,1,"_|GN [ac]"
train-1451,10,bloca,1,"GN [nom]|GN [ac]|_"
train-75,5,continua,3,"_|GN [nom]|V [să]"
train-3109,3,permite,1,"_|GN [dat]|GN [ac] / GV [să]"
train-2725,21,limita,2,"GN [nom]|_|_|GP [la]"
train-1386,28,lucra,1,"GP [ca] / GP [la / cu] / GP [la / în]"
train-607,16,azvârli,1,"GN [ac] / GP [cu]|GP [] / GAdv []|GP []"
train-1336,10,apropia,1,"_|GN [nom]"
dev-394,5,păstra,2,"GAdj [ac / nom] / GP [] / GN [nom]|GN [ac] / V [se]"
train-873,2,arde,2,"GN [nom]"
train-1320,20,dori,1,"GN [nom]|GN [ac] / V [să] / GV [(ca) să]"
train-7573,2,avea,1,"GN [nom]|GN [ac]"
train-179,34,gândi,1,"GN [nom]|GAdv [] / GP []"
train-572,13,ascunde,1,"GN [ac] / V [se]"
test-4,38,acoperi,1,"GN [ac]|_|_|_"
dev-143,14,afla,2,"GN [nom]|GP [] / GAdv []|_|_"
dev-74,10,transmite,2,"GN [nom]|GN [ac]"
train-2933,26,păstra,1,"GN [nom]|_|GN [ac]|_"
dev-2,4,suna,2,"GN [nom]"
train-7957,20,exista,1,"GP [] / GAdv []|GN [nom]"
train-7267,4,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [nom]|GN [ac]|_|_"
train-1997,14,acoperi,3,"GN [ac]"
train-885,5,anunța,1,"GN [nom]|GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
train-7592,5,beneficia,1,"_|GP [de]"
dev-660,19,iubi,2,"GN [ac]"
train-1938,71,genera,1,"GN [nom]|GN [ac]"
train-7716,11,uni,2,"_|GN [nom]|_|GP [cu]|_"
test-514,7,renunța,1,"GN [nom]|GP [la] / V [să]"
train-2951,1,pune,1,"GN [nom]|GN [ac] / V [se]|GP [] / GAdv []|GP [] / GAdv []"
dev-337,10,împărți,2,"GN [dat] / GP [la / între]|GN [ac]|_"
test-719,8,afla,2,"GP [] / GAdv []|_|GN [nom]"
train-8026,7,deveni,1,"_|GN [nom]|GN [nom] / GAdj [nom] / V [de sup.] / V [part.]"
dev-141,4,efectua,1,"GN [nom]|GN [ac]"
train-2297,14,renunța,1,"_|GN [nom]|GP [la] / V [să]"
test-19,7,apărea,1,"_|GN [nom]|GP [] / GAdv []|GP [] / GAdv []|_|_"
train-1181,8,demonstra,2,"GN [nom]|GP []|_"
train-1582,9,avea,1,"GN [ac]|GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]"
train-2288,12,acoperi,3,"GN [nom]|GN [ac]"
train-1366,18,primi,2,"GP [în / la]|_|GN [ac]"
train-1382,17,întâmpla,1,"GP [] / GAdv []|GP [] / GAdv []|_|GP [] / GAdv []|_|_"
train-7729,11,avea,1,"GN [nom]|GN [ac]"
train-1008,12,cere,1,"GN [dat] / GP [de la]|GN [ac] / GV [(ca) să]"
train-1314,25,asigura,1,"_|GN [nom]|GN [ac]"
train-7290,25,reduce,1,"GN [ac]"
train-109,5,zice,1,"GN [nom]|GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
train-652,7,suferi,1,"GP [de] / GP [după] / GP [] / GV []|_"
dev-717,29,numi,3,"GN [ac]|GN [ac] / GP [în / la / pentru / drept / ca]"
train-7971,11,întâmpla,2,"GN [nom]|_|GP [cu]|_"
train-2492,16,desprinde,1,"GN [nom]|GN [ac] / V [se]|GP [de pe / din / de]"
dev-434,7,executa,1,"GN [nom]|GN [ac]"
dev-725,10,obține,1,"GN [nom]|GN [ac]|_|GP [de la]"
train-7083,15,sta,2,"GP [] / GAdv []|GN [nom]|GP [] / GAdj [nom]|_|_|_"
train-7798,24,crește,1,"GN [nom]"
test-701,4,obține,1,"GN [ac]|_"
train-537,9,ști,1,""
train-354,15,arăta,1,"GN [ac]"
train-7179,15,duce,4,"GP [la]"
dev-532,7,observa,1,"GN [ac] / GV [că] / GV [unde / cum…]|_"
train-692,1,ști,1,""
test-605,10,uni,2,"GN [nom]|_|_|GP []"
test-95,12,purta,2,"GN [ac]"
test-455,14,părea,1,"_|GV [că]"
dev-10,32,spune,1,"GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
test-82,7,schimba,1,"GN [ac]"
train-3307,5,ține,26,"_|_"
train-2130,13,exprima,2,"GP []|GN [ac]"
train-7345,19,completa,2,"GN [nom]|GN [ac]"
train-7382,9,trece,1,"GP [] / GAdv []|GP []|GN [nom]"
train-1406,28,avea,1,"GN [nom]|GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]"
train-212,4,merge,1,"GP []"
train-254,2,lăsa,7,"_|GP [] / GAdv []|_"
dev-552,13,suporta,2,"GN [nom]|GN [ac]"
train-2568,5,vedea,1,"_"
train-2410,12,trece,1,"GN [nom]|GP [prin / prin (fața, spatele) / pe / pe (la, lângă, sub…)]"
train-1560,4,adopta,1,"GN [nom]|GN [ac]"
train-3081,4,disputa,1,"_|GN [ac]|_"
test-50,26,identifica,2,"GN [nom]|GN [ac]|GP [cu / drept / ca fiind / în]"
dev-426,4,lăsa,2,"GN [ac]|GV [să]"
train-1578,37,afecta,1,"GN [ac]"
train-1364,24,transforma,1,"_|GN [nom]|_|GP [în]"
test-561,7,aduce,1,"GN [ac]"
train-1357,11,practica,1,"GN [nom]|GN [ac]|_"
dev-432,14,baza,3,"GN [nom]|_|GP [pe]"
train-763,11,impune,1,"GN [ac] / GV [(ca) să]|GN [nom]|GN [dat]"
train-854,12,modifica,1,"GN [nom]|GN [ac]"
test-394,16,atenua,1,"GN [ac]|_"
train-763,16,povesti,1,"GN [nom]|GN [ac] / GP [despre] / GV [unde / cum…] / GV [că]"
dev-695,31,corespunde,1,"GN [nom]|GN [dat] / GP [cu / la]"
train-1250,1,vinde,1,"GN [ac]"
train-1052,5,simți,2,"_|_|_|GAdj [nom] / GP [] / V [part.] / V [de sup.] / GN [nom]"
test-439,5,avansa,1,"_|GN [nom]|_"
train-1129,6,transforma,1,"GN [ac]|GP [în]"
test-418,5,reuși,3,"GN [nom]|_"
test-91,8,avea,1,"GN [ac]"
dev-397,12,vedea,2,"GN [ac] / V [se] / GV [că / unde / cum…]|GP []"
train-1902,30,decurge,1,"GN [nom]|GP [din]"
dev-389,12,conține,1,"GN [nom]|GN [ac]"
train-1295,9,însemna,1,"GN [nom] / GV [să] / GV [dacă] / V [inf.]|GP [pentru]|_|GN [nom] / GV [că] / GV [să] / V [inf.]"
train-2533,15,raporta,2,"_|GP [la]"
dev-591,10,prevedea,2,"GN [nom]|GN [ac] / GV [că / (ca) să]"
test-142,16,pleca,1,"GN [nom]|GP []|_|_"
train-2186,2,afirma,1,"GN [nom]|GV [că] / GN [ac]"
train-3287,12,simți,1,"GN [nom]|_|GN [ac] / GV [că / când / dacă]"
train-7369,6,duce,4,"GN [nom]|GP [la]"
test-555,28,adresa,1,"GN [ac]|GN [dat]"
train-7829,3,conține,1,"GN [nom]|GN [ac]"
test-115,3,primi,1,"GN [ac]|GP [de la / din]"
train-2583,10,deveni,1,"GN [nom] / GAdj [nom] / V [de sup.] / V [part.]"
train-1656,17,da,1,"GN [ac]"
train-1760,10,consulta,1,"GN [ac]"
dev-267,13,pleca,1,"GP []|GP [] / GAdv []|_"
train-667,9,auzi,1,"GN [ac]|GV [ger.] / GV [că] / GV [unde / cum…]"
train-535,2,dormi,1,"_"
train-7562,9,continua,3,"_|_|GN [nom]|V [să]"
train-7966,4,interveni,2,"GN [nom]|GP [în / la / pe] / GAdv []"
train-3343,2,veni,1,"GN [nom]"
train-598,6,sta,2,"GP [] / GAdv []|GP [] / GAdj [nom]|_"
train-7384,5,avea,1,"GN [nom]|GN [ac]"
train-242,5,scrie,3,"GN [ac] / GV [că / (ca) să] / GV [unde / cum…]|GP []"
dev-458,8,defini,1,"_|GN [nom]|GN [ac] / V [se]|_"
train-7826,2,folosi,1,"GN [nom]|GN [ac]"
train-7959,7,lua,17,"GN [ac]|GN [nom]|GP []"
train-2972,6,accepta,2,"_|GN [nom]|GN [ac] / GV [că / să]"
dev-113,8,contribui,1,"GN [nom]|GP [la]"
dev-464,16,folosi,1,"_|GN [nom]|GP [] / GV []|GN [ac]"
train-2630,3,gândi,1,"GAdv [] / GP []"
train-1541,15,constitui,1,"GN [ac]"
train-548,6,recunoaște,1,"GN [ac] / V [se]|GN [nom]"
train-2154,13,lumina,4,"GN [ac]|_"
train-230,13,sta,2,"_|GP [] / GAdv []|GP [] / GAdj [nom]"
train-7953,30,coincide,1,"GN [nom]|GP [cu]"
train-7536,5,face,1,"GN [nom]|GN [ac]"
dev-159,11,exista,1,"GP [] / GAdv []|GP [] / GAdv []|_|GN [nom]"
train-2818,15,stinge,4,"GN [nom]"
dev-598,12,încheia,2,"_|_"
test-259,3,opri,10,"GN [nom]|GP [asupra / la]"
train-114,15,conveni,2,"_|GN [dat]"
train-1454,17,saluta,2,"GN [nom]|GN [ac]"
train-1998,33,stabili,1,"GN [nom]|GN [ac] / GV [că] / GV [unde / cum…]"
train-1628,17,permite,1,"GN [nom]|GN [ac] / GV [(ca) să]"
dev-494,30,deceda,1,"GN [nom]|_"
test-223,9,veni,1,"GN [nom]|GP [] / GAdv []|GP []"
train-2818,21,crește,1,"GN [nom]|GP [] / V [ger.]"
train-2505,11,marca,2,"GN [nom]|GN [ac]|_|_|_"
train-7487,35,da,2,"GN [nom]|GN [ac]|GN [dat]"
train-2481,9,cuprinde,2,"GN [ac]"
train-565,8,avea,1,"GN [ac]|GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]"
train-2761,11,urma,1,"GN [nom]|GP [după] / GN [dat]"
test-257,21,termina,3,"GN [ac]|_"
train-46,20,solicita,1,"GN [ac] / GV [să] / GV [(ca) să]|_"
train-7111,25,avea,1,"GN [ac]"
train-1443,6,consuma,1,"_|GN [ac] / GP [din]"
train-2574,21,numi,4,"GN [nom] / GV [dacă / când / că / să]|_|GN [nom] / GAdv [cum / așa] / GV [că / să]"
train-1464,29,organiza,1,"_|GN [nom]|GP [] / GP [după] / GAdv []|GN [ac]"
train-1886,21,estima,1,"_|GN [ac] / GV [că]"
train-7378,17,încerca,1,"GN [nom]|V [să]"
train-179,13,întâlni,1,"_|GN [nom]|_"
train-867,4,solicita,1,"GN [ac] / GV [să] / GV [(ca) să]|GN [dat] / GP [la / în / de la]"
train-1747,64,conține,1,"GN [nom]|GN [ac]"
train-7474,30,prezenta,2,"_|_|GP [drept / ca (fiind)] / GN [nom]"
train-1201,19,reprezenta,1,"GN [nom]|_|GN [ac]"
train-1998,40,adopta,3,"_|GN [nom]|GN [ac]"
train-1387,5,rosti,1,"GN [nom]|GN [ac]"
train-7507,13,apăra,1,"GN [ac]"
train-16,19,potrivi,1,"GP [] / GAdv [] / GP []|GN [ac]|GP []"
train-499,7,da,1,"GN [dat] / GP [la]|GN [ac]"
train-17,28,întinde,2,"GN [nom]|GN [dat]|GN [ac]"
train-7753,9,afla,2,"GN [nom]|_|GP [] / GAdv []|_"
test-86,9,vinde,1,"GN [ac]"
train-2332,18,deveni,1,"GN [nom]|_"
train-7755,8,scădea,1,"GP []"
test-565,2,proceda,2,"GN [nom]|_|GP [la]"
test-34,20,privi,1,"GN [nom]|GN [ac] / GP [] / GP [] / GAdv []|GP [];GN [nom]|GN [ac];GN [nom]|GP []"
train-2697,10,dispărea,1,"GN [nom]|_"
train-401,10,ști,1,"GV [că] / GV [unde / cum…] / GN [ac]"
train-1327,5,urma,5,"V [să] / V [inf.]"
test-241,3,propune,4,"GN [nom]|_|V [să] / GV [(ca) să]"
dev-719,5,asuma,1,"_|GN [nom]|_|GN [ac]"
train-7118,12,întoarce,2,"GN [ac]|GP [] / GAdv [] / GP []|GP []"
test-409,3,începe,2,"GN [ac] / V [să]"
test-563,14,îndeplini,1,"GN [nom]|GN [ac]"
dev-39,9,lua,1,"GN [ac]|GP [de]"
dev-129,6,avertiza,1,"GN [nom]|GP [] / GV [că / să]"
train-7254,40,reprezenta,1,"GN [ac]"
train-1897,46,intra,1,"GN [nom]|GP [] / GAdv []|GP []"
train-2869,19,trage,1,"GP []|GP [] / GAdv []|GN [ac] / GP [de]"
train-188,2,rămâne,4,"GN [nom]|V [part.] / GAdj [nom] / GN [nom] / GP [] / V [ger.] / V [de sup.] / GAdv []|_"
train-1992,25,proceda,2,"GP [la]"
train-228,18,sta,2,"GP [] / GAdv []|GN [nom]|_"
test-416,11,anunța,2,"_|GN [nom]|GN [ac]|GP [despre / de] / GV [că] / GV [unde / cum…] / GV [-]"
train-1739,6,controla,1,"GN [ac]"
train-7083,31,veni,1,"GP [] / GAdv []|GN [nom]"
train-7612,6,numi,4,"GN [nom] / GV [dacă / când / că / să]|_|GN [nom] / GAdv [cum / așa] / GV [că / să]"
test-118,10,urca,1,"GN [nom]|GP [] / GAdv []|_"
train-3180,16,asculta,1,"GN [nom]|GN [ac]"
train-1523,7,dori,1,"GN [nom]|GN [ac] / V [să] / GV [(ca) să]"
train-8024,20,arăta,3,"GN [nom]|GV [că / să] / GV [unde / cum…] / GP []|GN [dat]"
test-274,13,întinde,3,"GN [nom]|_|_"
train-98,13,da,3,"GN [ac]|GN [dat]|_|_"
train-1704,3,informa,1,"GN [nom]|_|GN [ac]|_"
test-383,17,elimina,1,"GN [ac]|_"
train-2023,22,privi,5,"_|GN [nom]|GN [ac]"
train-680,6,ști,1,"GN [nom]|GV [că] / GV [unde / cum…] / GN [ac]"
train-479,3,face,1,"GN [ac]"
train-699,1,ști,1,""
train-647,22,sta,2,"GN [nom]|GP [] / GAdv []"
dev-47,6,zice,1,"GN [nom]"
train-1268,17,face,1,"GN [nom]|_|GN [ac]"
train-370,17,ieși,1,"GP []"
train-2056,18,aproba,1,"_|GN [nom]|GN [ac]|_"
train-2648,7,sta,2,"GN [nom]|GP [] / GAdv []"
train-3114,13,zice,1,"_|GN [dat] / GP [către] / GP [la]|_|GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
test-44,13,spune,1,"GN [nom]|GN [dat] / GP [la]|GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
test-410,13,sta,2,"GP [] / GAdv []"
train-1247,24,deveni,1,"GN [nom] / GAdj [nom] / V [de sup.] / V [part.]|_"
dev-293,10,crește,1,"GN [nom]|GP [] / V [ger.]|GAdj [nom] / GP [cu / de] / GAdv [] / V [ger.]|_"
train-334,20,recunoaște,1,"_|GN [ac] / V [se]|_"
train-3175,38,ajuta,1,"GN [nom]|GN [ac]|GP [la] / GV [(ca) să] / GV [(ca) să]"
train-3261,18,dormi,1,"_"
train-743,7,face,15,"_|GAdj [nom] / GN [nom] / V [de sup.] / GP [cu] / GP [(ca) de]"
train-3283,13,scăpa,2,"GN [nom]|GP [din]|GP [cu] / GAdv [] / GAdj [nom]"
test-518,9,preda,2,"_"
test-296,22,începe,1,"GP [cu]"
train-7145,29,asista,1,"_|GP [la]"
train-1802,26,prezenta,4,"GP [] / GAdj [ac] / GV [part.]|_|GN [nom]|GN [ac]"
test-70,59,pretinde,1,"_|GN [ac]"
train-3311,3,vedea,2,"GN [ac] / V [se]|GP [] / GP [] / GAdj [ac] / GV [ger. / part.] / GN [ac] / GV [că] / GV [unde / cum…]"
train-640,3,aminti,1,"_|GN [dat]|_|GP [de] / GV [să] / GV [că] / GV [unde / cum…]"
train-1291,18,avea,1,"GN [ac]|GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]"
train-427,2,așeza,1,"GN [nom]|GN [ac] / V [se]|GP [] / GAdv []|GP [] / GAdv [] / GAdj [ac / nom]"
test-199,7,prevedea,2,"GN [nom]|GN [ac] / GV [că / (ca) să]"
train-1500,6,întâlni,2,"GP []|GN [ac]"
train-1853,7,include,1,"GN [nom]|GN [ac]"
dev-726,9,dezvolta,1,"_|_"
dev-38,13,însemna,1,"GN [nom] / GV [că] / GV [să] / V [inf.]"
train-646,14,vedea,2,"GN [nom]|GN [ac] / V [se] / GV [că / unde / cum…]"
test-278,1,ști,1,"_|GP [de / despre]"
train-398,5,dura,1,"_"
train-3169,2,începe,2,"GN [ac] / V [să]"
dev-446,13,privi,4,"GP [] / GAdv []|GN [ac]"
train-189,16,spune,3,"GN [ac] / GV [că]"
train-818,5,costa,1,"GN [nom]|_|_|_"
train-2764,10,apărea,1,"GN [nom]|GP [] / GAdv []|GP [] / GAdv []"
train-2390,2,considera,2,"GN [nom]|GN [ac] / V [se]|GAdj [ac / nom] / GP [ca (fiind) / drept] / GN [ac / nom]"
train-843,3,purta,2,"GN [nom]|GN [ac]"
train-391,2,ști,1,"_|GV [că] / GV [unde / cum…] / GN [ac]|GP []"
train-7500,4,reprezenta,1,"_|GN [nom]|GN [ac]|GP [pentru]"
train-317,4,uita,1,"GP [] / GAdv []|_|GP [] / GAdv [] / GAdj [nom]"
train-7273,4,presupune,2,"GN [nom]|_|GN [ac] / GV [(ca) să]"
train-7857,33,furniza,1,"GN [ac]|_"
train-556,7,înmuia,1,"GN [ac]|GP [în]"
train-7681,5,afla,2,"GN [nom]|_|GP [] / GAdv []"
train-33,3,începe,1,"GP [] / GAdv []|GN [nom]"
train-3199,4,cerceta,1,"GN [ac] / V [se]"
train-714,3,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]"
train-2886,19,da,1,"GN [ac]"
train-261,4,merge,5,"GN [nom]|GP [spre / în / pe] / GAdv []"
test-630,5,sta,2,"GP [] / GAdj [nom]|GP [] / GAdv []|GN [nom]"
train-7302,3,duce,4,"GN [nom]|GP [la]"
train-3381,20,chema,1,"_|_|_|GN [nom]|GN [ac]"
train-260,2,rămâne,4,"GN [nom]|V [part.] / GAdj [nom] / GN [nom] / GP [] / V [ger.] / V [de sup.] / GAdv []|_|_"
test-70,33,exclude,3,"GN [nom]|GAdv [reciproc] / GN [ac]"
train-8020,5,avea,1,"GN [nom]|GN [ac]"
train-2813,20,rezista,1,"GN [dat] / GP [la / în fața / împotriva]"
train-370,41,merge,1,"GP []|GP [] / GAdv []"
train-983,3,administra,1,"GN [nom]|GN [ac]"
dev-477,14,intra,1,"GP [] / GAdv []|GP []|GP []"
train-1956,15,depăși,1,"GN [ac]"
train-2709,13,referi,1,"GN [nom]|_|GP [la]"
test-85,1,repara,1,"_|GN [ac]"
train-7098,11,respinge,2,"GN [ac]"
train-1484,19,urmări,1,"_|GN [nom]|GN [ac]"
train-7258,42,continua,2,"_|_|GN [ac]|GN [nom]"
dev-669,1,ajunge,1,"GP []"
test-399,13,numi,4,"GN [nom] / GV [dacă / când / că / să]|_|GN [nom] / GAdv [cum / așa] / GV [că / să]"
train-7282,10,răspunde,2,"GP [la] / GN [dat]"
train-7895,16,suporta,2,"GN [ac]"
train-3133,4,coincide,1,"GN [nom]|GP [cu]"
test-452,8,adăuga,1,"GN [ac]|GP [] / GN [dat]|_"
train-7371,6,reprezenta,1,"GN [ac]|GN [nom]"
test-423,2,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]|_"
train-7389,18,deveni,1,"GN [nom]|GN [nom] / GAdj [nom] / V [de sup.] / V [part.]"
train-552,6,avea,1,"GN [nom]|GN [ac]"
train-419,36,întâlni,2,"GN [ac]"
test-476,15,părea,1,"_|GN [nom]|V [că / să]"
train-2077,8,alterna,1,"_|GN [nom]|GP [cu]"
dev-483,9,aminti,2,"_|_|GP [de] / GN [ac] / GV [că] / V [să] / GV [unde / cum…]"
dev-667,6,trece,1,"GN [nom]|GP [prin / prin (fața, spatele) / pe / pe (la, lângă, sub…)]"
train-641,11,cădea,1,"_|GP []|GN [nom]"
dev-461,27,termina,1,"_|_|GN [ac] / V [să] / V [de sup.]|_"
train-641,2,întâmpla,1,"_|GP [] / GAdv []|GP [] / GAdv []"
train-8029,3,pune,7,"GN [nom]|GN [dat] / V [își]|GN [ac]|GP []"
train-2208,8,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]"
test-679,3,constitui,1,"GN [nom]|GN [ac]"
test-549,16,verifica,1,"GN [ac] / GV [că / să] / GV [unde / cum…]"
train-1605,10,implica,1,"GN [nom] / GV [că / să]|GN [ac] / GV [că / să]"
train-2634,18,avea,1,"GN [ac]"
train-1613,13,conține,1,"_|GN [nom]|GN [ac]"
train-1925,41,prevedea,2,"GN [nom]|GN [ac] / GV [că / (ca) să]"
train-481,2,face,1,"GN [nom]|GN [ac]|_"
train-1829,13,prevedea,2,"_|GN [nom]|GN [ac] / GV [că / (ca) să]"
dev-660,24,aștepta,2,"GP [] / GAdv []|GN [ac] / GV [(ca) să]"
train-1709,3,conține,1,"GN [nom]|GN [ac]"
train-405,4,întoarce,1,"_"
test-131,12,candida,1,"_|GP [la / în / pe / pentru]|_|_"
test-615,10,sta,2,"GP [] / GAdj [nom]|_|GP [] / GAdv []"
test-544,31,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]|GN [nom]"
train-7794,17,avea,1,"_|GN [ac]"
train-1137,3,petrece,5,"GN [nom]|_|GP [] / GAdv []|_"
train-7759,31,emite,3,"_|GN [nom]|GN [ac]"
train-7857,48,face,7,"GN [ac]"
train-307,7,ridica,1,"GN [nom]|GP [] / GAdv []|GN [ac] / V [se]"
train-1621,32,schimba,1,"_|GN [nom]|GN [ac]"
train-2275,4,plăcea,1,"GN [dat]|V [să] / GV [că] / GV [(ca) să] / GV [unde / cum…]"
train-1661,26,începe,1,"GP [cu]"
train-2421,14,suna,2,"GN [nom]|GP [a / ca / precum] / GP [] / GAdv [] / GV [-]|_"
dev-728,13,numi,4,"GN [nom] / GV [dacă / când / că / să]|_|GN [nom] / GAdv [cum / așa] / GV [că / să]"
train-2834,23,retrage,2,"_|_|GP []"
dev-642,12,vedea,2,"GN [ac] / V [se] / GV [că / unde / cum…]|GN [nom]"
train-7917,4,termina,8,"_|GP [cu] / GAdv [] / GP []"
test-301,18,face,1,"GN [ac]|_"
test-2,17,opri,2,"GN [nom]|_|_"
test-336,24,urma,1,"GN [nom]"
train-2996,1,aștepta,2,"GN [ac] / GV [(ca) să]|GP [] / GAdv []"
dev-398,14,lucra,1,"_"
test-447,11,continua,2,"_|GN [ac]"
train-3095,5,începe,2,"_|GN [ac] / V [să]"
train-1172,4,alege,2,"GN [nom]|V [să] / GV [ca să] / GN [ac]"
train-2882,31,purta,1,"GN [ac]"
train-3147,11,auzi,1,"_"
train-547,5,adresa,2,"_|GN [dat] / GP [la]"
train-2479,2,ajunge,11,"GN [nom]|GN [nom] / GAdj [nom] / GP [de] / V [de sup.]|_|_"
dev-327,31,veni,1,"GP [] / GAdv []"
train-2431,2,ataca,2,"GN [nom]|GN [ac]|_"
train-1645,76,realiza,1,"GN [nom]|GN [ac]"
train-7901,2,apărea,1,"GP [] / GAdv []|GN [nom]"
test-508,24,constitui,1,"GN [nom]|_|GN [ac]"
train-555,2,face,2,"_|GN [ac] / V [se]|GAdj [ac / nom] / GN [ac / nom] / V [de sup.] / GV [de] / GP []"
train-68,1,merge,1,"GP [] / GAdv []|GP []|GP []"
train-1672,1,vedea,2,"GN [ac] / V [se] / GV [că / unde / cum…]"
train-7792,11,emite,3,"GN [ac]"
dev-157,30,exista,1,"GP [] / GAdv []|GP [] / GAdv []|GN [nom]"
train-1384,6,lăsa,2,"GN [nom]|GV [(ca) să];GN [nom]|GN [ac]|GV [să];GN [nom]|V [part.]"
train-1087,13,pune,1,"GP [] / GAdv []|GN [ac] / V [se]|GP [] / GAdv []"
train-3344,3,lega,2,"GN [ac]|_|_"
train-1945,66,accepta,1,"GN [ac]"
train-755,3,apuca,3,"_|V [să] / GN [ac]"
test-692,34,înlătura,1,"GN [ac]|GP []"
